Month Name,Agency,Description,Borough,# of Incidents,Response Times
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,522,1.34
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,508,2.17
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,100,0
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,478,0.63
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,756,0.26
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,522,0
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,508,0.2
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,100,0
2016 / 11,FDNY,Average response time to structural fires,Bronx,368,310.2
2016 / 11,FDNY,Average response time to structural fires,Brooklyn,403,265.19
2016 / 11,FDNY,Average response time to structural fires,Manhattan,291,309.41
2016 / 11,FDNY,Average response time to structural fires,Queens,255,304.75
2016 / 11,FDNY,Average response time to structural fires,Staten Island,55,317.96
2016 / 11,FDNY,Average response time to non-structural fires,Bronx,129,378.37
2016 / 11,FDNY,Average response time to non-structural fires,Brooklyn,218,312.58
2016 / 11,FDNY,Average response time to non-structural fires,Manhattan,204,366.17
2016 / 11,FDNY,Average response time to non-structural fires,Queens,178,368.36
2016 / 11,FDNY,Average response time to non-structural fires,Staten Island,62,393.02
2016 / 11,FDNY,Average response time to non-fire emergencies,Bronx,4688,517.17
2016 / 11,FDNY,Average response time to non-fire emergencies,Brooklyn,6810,433.83
2016 / 11,FDNY,Average response time to non-fire emergencies,Manhattan,5281,484.81
2016 / 11,FDNY,Average response time to non-fire emergencies,Queens,4292,541.08
2016 / 11,FDNY,Average response time to non-fire emergencies,Staten Island,1092,471.24
2016 / 11,FDNY,Average response time to non-fire emergencies,Unspecified,4,865.25
2016 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,536,424.24
2016 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,720,435.96
2016 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,508,404.98
2016 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,594,428.45
2016 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,153,427.67
2016 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,581
2016 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9496,538.61
2016 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11491,538.1
2016 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9242,518.65
2016 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,7923,539.9
2016 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1792,507.04
2016 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,11,837.09
2016 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,22688,629.41
2016 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,27156,636.08
2016 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,21624,630.84
2016 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,18129,592.49
2016 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,3957,561.65
2016 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,50,1118.96
2016 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2292,466.46
2016 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3762,405.14
2016 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2490,474.38
2016 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2553,447.21
2016 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,618,412.19
2016 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,1507.5
2016 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,9937,502.45
2016 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12205,476.1
2016 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,9898,483.24
2016 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8403,486.49
2016 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1898,453.26
2016 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,12,789.25
2016 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,4497,54.51
2016 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,7813,56.9
2016 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6445,65.94
2016 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5271,52.25
2016 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1208,63.72
2016 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,3,0
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,497,43.98
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,621,68.92
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,495,43.86
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,433,46.54
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,117,35.9
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,497,54.62
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,621,29.63
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,495,53.32
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,433,51.38
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,117,59.83
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,497,1.41
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,621,1.13
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,495,2.41
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,433,1.61
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,117,4.27
2016 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,497,0
